Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Radhakrishnan P.,372906,1800,37.6%,Bharatiya Janta Party
2,Vasantha Kumar H.,244244,1800,24.7%,Indian National Congress
3,John Thankam D.,176239,800,17.8%,All India Anna Dravida Munnetra Kazhagam
4,Raajarathinum F.M.,117933,400,11.9%,Dravida Munetra Kazhagam
5,Bellarmin A.V.,35284,200,3.6%,Communist Party Of India (MARXIST)
6,Udayakumar S.P.,15314,200,1.5%,Aam Aadmi Party
7,Nagoor Meeran Peer Mohamead U.,3851,200,0.4%,Independent
8,Jawahar J.,3236,200,0.3%,Bahujan Samaj Party
9,Nalla Thampy C.,2391,200,0.2%,Independent
10,Bala Subramanian T.,1737,200,0.2%,Independent
11,Anthony Muthu,1647,200,0.2%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION)
12,Manikandan I.,1557,200,0.2%,Independent
13,Vasantha Kumar L.,1474,200,0.1%,Independent
14,Rajesh Kumar K.R.,1437,200,0.1%,Independent
15,Padmanabhan S.,1246,200,0.1%,Independent
16,Kamaraj K.,955,200,0.1%,Independent
17,Seetharamadhas P.,930,200,0.1%,Independent
18,Vasantheesvaran E.,791,200,0.1%,Independent
19,Kamaraj G.,591,200,0.1%,Independent
20,Saraswathi S.,536,200,0.1%,Independent
21,Radhakrishnan T.,534,200,0.1%,Independent
22,Jose Bilbin J.,504,200,0.1%,Independent
23,Paulraj C.M.,436,200,0.0%,Communist Party Of India (Marxist-Leninist) Red Star
24,Wilson I.,421,200,0.0%,Independent
25,Shalin Richard J.,398,200,0.0%,Indians Victory Party
