Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Nagendra Singh,474966,400,54.3%,Bharatiya Janta Party
2,Raja Pateria,227476,400,26.0%,Indian National Congress
3,Ram Lakhan Singh,60368,200,6.9%,Bahujan Samaj Party
4,Siddharth Sukhlal Kushwaha,40069,200,4.6%,Samajwadi Party
5,Ram Nath Lodhee,13826,200,1.6%,Independent
6,Shridhar Khare,10997,200,1.3%,Independent
7,Amit Bhatnagar,8930,200,1.0%,Aam Aadmi Party
8,Jayant Pratap Singh / Vijay Singh,5906,200,0.7%,Independent
9,Ayendra Kumar Sharma,4084,200,0.5%,Independent
10,Anwar Khan,3505,200,0.4%,Independent
11,Sanjeev Kumar Mishra,3187,200,0.4%,All India Forward Bloc
12,Mahesh Chandra,3012,200,0.3%,Rashtriya Samanta Dal
13,Avnish Tiwari,2625,200,0.3%,Shiv Sena
14,Jagdeesh Kumar Patel,2549,200,0.3%,Apna Dal
15,Smt. Durga Sharma / Alias Madhu Kapil,1936,200,0.2%,Bundelkhand Congress
16,Krishan Sharan Bhaiya Raja Bundela,1679,200,0.2%,Brihattar Bharat Prajatantra Sewa Party
17,Imran,1484,200,0.2%,Peace Party
