Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Anoop Mishra,375567,1285,44.0%,Bharatiya Janta Party
2,Brindawan Singh Sikarwar,242586,1285,28.4%,Bahujan Samaj Party
3,Dr Govind Singh,184253,582,21.6%,Indian National Congress
4,Devendra Kumar Agrval,13806,102,1.6%,Aam Aadmi Party
5,Siyaram Singh Choudri,6471,91,0.8%,Independent
6,Rajesh Kushwah,5554,91,0.7%,Samajwadi Party
7,Satandra Singh (TONY TOMAR),4347,91,0.5%,Independent
8,Ram Naresh,3546,91,0.4%,Independent
9,Arjun Singh (PAPPU KUSHWAH),3006,91,0.4%,Rashtriya Samanta Dal
10,Visnu Sharma Virthare,2114,91,0.2%,All India Trinamool Congress
11,Chhavendra,1969,91,0.2%,Independent
12,Jayant Singh Tomar,1429,91,0.2%,Loktantrik Samajwadi Party
13,Shakti Singh Tomar,1145,91,0.1%,Rashtriya Ahinsa Manch
14,Kuldeep Singh,1058,91,0.1%,Independent
15,Manesh Kumar Rawat,975,91,0.1%,Jai Maha Bharath Party
16,Anoop Nagar,852,91,0.1%,Independent
17,Akash Gupta,809,91,0.1%,Independent
