Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Parvesh Sahib Singh Verma,651395,800,48.3%,Bharatiya Janta Party
2,Jarnail Singh,382809,800,28.4%,Aam Aadmi Party
3,Mahabal Mishra,193266,400,14.3%,Indian National Congress
4,Jarnail Singh,84722,200,6.3%,Independent
5,Raj Pal Singh,8707,200,0.6%,Bahujan Samaj Party
6,Jarnail Singh,5960,200,0.4%,Independent
7,Sunil Sourabh,3624,200,0.3%,Independent
8,Virender Mohan Vats,3078,200,0.2%,Independent
9,Babu Singh Dukhiya,1654,200,0.1%,Independent
10,Istak Khan,988,200,0.1%,Independent
11,Uday Kumar Singh Kushwaha,805,200,0.1%,Bahujan Mukti Party
12,Har Gobind Arora,703,200,0.1%,Shiv Sena
13,Dinesh Kumar Kushwaha,651,200,0.0%,Akhand Bharat Samaj Party
14,Rakesh Kumar,458,200,0.0%,Bhartiya Janta Dal (Integrated)
15,Charan Jeet Singh Khalsa,451,200,0.0%,All India Forward Bloc
16,Deepak Kumar,415,200,0.0%,Rashtriya Janadhikar Party
17,Karam Chand Lathwal,353,200,0.0%,Bhartiya Pragatisheel Congress
