x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Nitin Naveen,600,"86,759",60.2%,Bharatiya Janta Party,
2,2,Kumar Ashish,600,"46,992",32.6%,Indian National Congress,
3,3,Shaukat Ali,200,"1,542",1.1%,Communist Party Of India,
4,4,Abhishek Kumar @ Suraj Sinha,200,863,0.6%,Bahujan Samaj Party,
5,5,Ajay Kumar,200,708,0.5%,Samajwadi Party,
6,6,Shyam Bihari Prasad,200,633,0.4%,Bhartiya Jan Hitkari Party,
7,7,Pramod Kumar,200,572,0.4%,Proutist Bloc India,
8,8,Pramila Devi,200,558,0.4%,Revolutionary Socialist Party,
9,9,Md Neyaz Hassan,200,556,0.4%,Independent,
10,10,Shannu,200,545,0.4%,Hind Congress Party,
11,11,Vikash Kumar Rai,200,534,0.4%,Bharatiya Momin Front,
12,12,Ramji Chauhan,200,509,0.4%,Independent,
13,13,Raj Kumar Paswan,200,340,0.2%,Gareeb Aadmi Party,
14,14,Krishna Gopal,200,335,0.2%,Independent,
15,15,Ranjan Kumar,200,324,0.2%,Aam Janata Party,
16,16,Vinod Kumar Singh,200,252,0.2%,Independent,
17,17,Nutan Sinha,200,241,0.2%,Lok Awaz Dal,
18,18,Santosh Kumar Sah,200,233,0.2%,Independent,
19,19,Ajit Kumar,200,222,0.2%,Krantikari Vikas Dal,
20,20,Ashok Prasad,200,219,0.2%,Garib Janta Dal (Secular),
21,21,Arpana Devi,200,194,0.1%,Akhil Bharat Hindu Mahasabha,
