x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Dr. Ranju Geeta,2600,"67,194",43.3%,Janata Dal (United),
2,2,Rekha Kumari,2600,"50,248",32.4%,Rashtriya Lok Samta Party,
3,3,Rabindra Kumar Shahi,200,"8,033",5.2%,Independent,
4,4,Vijay Kumar Jha,200,"4,190",2.7%,Independent,
5,5,Shyam Babu Chaudhary,200,"3,372",2.2%,Independent,
6,6,Devendra Jha,200,"3,339",2.2%,Independent,
7,7,Fudan Kumar Jha,200,"1,852",1.2%,Independent,
8,8,Akhileshwar Kumar,200,"1,624",1.1%,Bahujan Samaj Party,
9,9,Ash Narayan Jha,200,"1,588",1.0%,Independent,
10,10,Ansar Ahmad,200,"1,512",1.0%,Nationalist Congress Party,
11,11,Manoj Kumar,200,"1,287",0.8%,Jan Adhikar Party (Loktantrik),
12,12,Awadhesh Kumar,200,"1,216",0.8%,Jharkhand Mukti Morcha,
13,13,Sanowar Praveen,200,726,0.5%,Bahujan Mukti Party,
14,14,Shailendra Kumar,200,717,0.5%,Communist Party Of India (Marxist-Leninist) (Liberation),
15,15,Kundan Kumar Singh,200,667,0.4%,Shiv Sena,
16,16,Shekh Abdus Salam,200,651,0.4%,Independent,
17,17,Rekha Devi,200,623,0.4%,Independent,
18,18,Rekha Devi,200,516,0.3%,Independent,
19,19,M Habibur Rahman,200,513,0.3%,Independent,
20,20,Shankar Ray,200,423,0.3%,Garib Janta Dal (Secular),
21,21,Md Ashfaque,200,392,0.3%,Samajwadi Party,
22,22,Ranju Kumari Pathak,200,354,0.2%,National Janta Party (Indian),
