x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Rajesh Kumar,4000,"51,303",42.7%,Indian National Congress,
2,2,Santosh Kumar Suman,4000,"41,205",34.3%,Hindustani Awam Morcha (Secular),
3,3,Suresh Paswan,200,"6,640",5.5%,Independent,
4,4,Soni Lal Raman,200,"4,620",3.9%,Bahujan Samaj Party,
5,5,Sudeshwar Kumar,200,"3,475",2.9%,Jan Adhikar Party (Loktantrik),
6,6,Munarik Ram,200,"1,675",1.4%,Communist Party Of India (Marxist-Leninist) (Liberation),
7,7,Sheo Kumar Ram,200,"1,669",1.4%,Bahujan Mukti Party,
8,8,Ganesh Paswan,200,"1,490",1.2%,Socialist Party (India),
9,9,Ranjeet Kumar,200,"1,237",1.0%,Loktantrik Sarvjan Samaj Party,
10,10,Sanjay Kumar Ram,200,"1,193",1.0%,Independent,
11,11,Uday Paswan,200,976,0.8%,Hindustan Krantikari Dal,
