x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Ajay Kumar Mandal,12984,"66,485",39.2%,Janata Dal (United),
2,2,Amar Nath Prasad Alies Amar Singh Kushwaha,12984,"58,660",34.6%,Lok Jan Shakti Party,
3,3,Abu Qaiser,155,"8,725",5.1%,Jan Adhikar Party (Loktantrik),
4,4,Om Prakash Yadav,142,"7,420",4.4%,Independent,
5,5,Manohar Kumar Mandal,130,"5,682",3.4%,Communist Party Of India (MARXIST),
6,6,Sanjay Kumar Alies Pappu Yadav,123,"4,460",2.6%,Independent,
7,7,Diwakar Chandra Dubey,106,"2,534",1.5%,Samajwadi Party,
8,8,Birendra Prasad Singh,106,"2,342",1.4%,Bhartiya Jan Hitkari Party,
9,9,Sandip Kumar Sharma,106,"1,873",1.1%,Garib Janta Dal (Secular),
10,10,Mohammad Rijbi,96,"1,357",0.8%,Bahujan Samaj Party,
11,11,Upender Mandal,93,"1,110",0.7%,National Tiger Party,
12,12,Deepak Kumar,93,983,0.6%,Socialist Unity Centre Of India (COMMUNIST),
13,13,Upendra Prasad Das,93,959,0.6%,Sarvajan Kalyan Loktantrik Party,
