x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Rekha Devi (VILL- PABHEDA),800,"89,657",48.3%,Rashtriya Janata Dal,
2,2,Nutan Paswan,800,"50,471",27.2%,Hindustani Awam Morcha (Secular),
3,3,Gopal Ravidas,200,"18,903",10.2%,Communist Party Of India (Marxist-Leninist) (Liberation),
4,4,Raj Kumar Ram,200,"4,247",2.3%,Bahujan Samaj Party,
5,5,Rekha Devi (VILL-BARA),200,"2,990",1.6%,Independent,
6,6,Nandlal Paswan,200,"2,821",1.5%,Independent,
7,7,Hira Chaudhary,200,"2,322",1.3%,Independent,
8,8,Mukesh Kumar,200,"2,305",1.2%,Independent,
9,9,Bhagirath Manjhi,200,"2,062",1.1%,Independent,
10,10,Pancham Lal,200,"1,441",0.8%,Samajwadi Party,
11,11,Suruj Paswan Alias Suraj Paswan,200,"1,186",0.6%,Independent,
12,12,Prakash Chandra,200,"1,082",0.6%,Public Mission Party,
13,13,Dharmadev Kumar Nirala,200,960,0.5%,Independent,
14,14,Munna Kumar,200,762,0.4%,Rashtriya Jagriti Party,
15,15,Indrajeet Kumar,200,676,0.4%,Independent,
16,16,Suryoday Paswan,200,618,0.3%,Sankhyanupati Bhagidari Party,
17,17,Mahendra Mochi,200,524,0.3%,Lok Awaz Dal,
18,18,Munna Paswan,200,435,0.2%,Bharatiya Bahujan Congress,
