x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Syed Abu Dojana,1116,"52,857",33.7%,Rashtriya Janata Dal,
2,2,Amit Kumar,1116,"29,623",18.9%,Independent,
3,3,Pappu Kumar Chaudhary,361,"15,662",10.0%,Independent,
4,4,Shahid Ali Khan,320,"13,954",8.9%,Hindustani Awam Morcha (Secular),
5,5,Nawal Kishor Raut,249,"10,342",6.6%,Communist Party Of India,
6,6,Vijay Kumar,197,"6,740",4.3%,Independent,
7,7,Jai Nandan Prasad Yadav,164,"4,301",2.7%,Independent,
8,8,Uma Shankar Gupta,164,"4,119",2.6%,Independent,
9,9,Nawal Mandal,156,"3,297",2.1%,Independent,
10,10,Mahesh Kumar,144,"2,310",1.5%,Independent,
11,11,Gobind Thakur,132,"2,131",1.4%,Independent,
12,12,Satyanarayan Thakur,132,"1,978",1.3%,Bahujan Mukti Party,
13,13,Manoj Purwe,132,"1,481",1.0%,Samajwadi Party,
14,14,Vijay Kumar Hathi,132,"1,473",0.9%,Independent,
15,15,Bharat Bhushan Sahani,132,"1,369",0.9%,Garib Janta Dal (Secular),
16,16,Santosh Kumar,121,"1,099",0.7%,Bahujan Nyay Dal,
17,17,Sachin Shekhar,121,"1,068",0.7%,Independent,
18,18,Mukesh Kumar Singh,121,970,0.6%,Bahujan Samaj Party,
