x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Dr. C.N. Gupta,6000,"71,646",45.3%,Bharatiya Janta Party,
2,2,Randhir Kumar Singh,6000,"60,267",38.1%,Rashtriya Janata Dal,
3,3,Udit Rai,200,"5,707",3.6%,Independent,
4,4,Kanhaiya Singh,200,"5,176",3.3%,Independent,
5,5,Subhash Rai,200,"3,969",2.5%,Bahujan Samaj Party,
6,6,Santosh Kumar Mishra,200,"2,837",1.8%,Independent,
7,7,Vinod Kumar Tiwary,200,"1,092",0.7%,Independent,
8,8,Rajnarayan Gupta,200,772,0.5%,Aap Aur Hum Party,
9,9,Kaushal Kishor Singh,200,659,0.4%,Independent,
10,10,Lalan Prasad,200,621,0.4%,Independent,
11,11,Ramjee Singh,200,572,0.4%,Independent,
12,12,Ram Nath Rai,200,558,0.4%,Independent,
13,13,Parmeshwar Kumar,200,504,0.3%,Independent,
14,14,Manauar Hussain,200,379,0.2%,Bharatiya Momin Front,
