x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Randhir Kumar Soni,2427,"41,755",32.9%,Janata Dal (United),
2,2,Naresh Saw,2427,"28,654",22.6%,Hindustani Awam Morcha (Secular),
3,3,Vijay Kumar,649,"18,227",14.4%,Jan Adhikar Party (Loktantrik),
4,4,Jitendra Nath,299,"9,882",7.8%,Independent,
5,5,Reshma Bharti,193,"4,759",3.8%,Independent,
6,6,Shankar Suman,178,"3,734",2.9%,Independent,
7,7,Vijay Kumar Yadav,169,"3,129",2.5%,Samajwadi Party,
8,8,Dr.Dinesh Prasad,160,"2,796",2.2%,Independent,
9,9,Ramanuj Singh,157,"2,711",2.1%,Independent,
10,10,Naresh Mahto,148,"2,316",1.8%,Independent,
11,11,Krishn Nandan Yadav,148,"2,185",1.7%,Communist Party Of India,
12,12,Harideo Prasad,148,"1,956",1.5%,Independent,
13,13,Pramod Kumar,136,"1,191",0.9%,Bahujan Mukti Party,
14,14,Manoj Ram,136,"1,040",0.8%,Garib Janta Dal (Secular),
15,15,Shiv Narayan Tanti,124,878,0.7%,Independent,
16,16,Baleshwar Pandit,124,647,0.5%,Bahujan Samaj Party,
