x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Anita Devi,1133,"72,780",51.6%,Rashtriya Janata Dal,
2,2,Rameshwar Prasad,1133,"49,782",35.3%,Bharatiya Janta Party,
3,3,Rajendra Singh,84,"4,101",2.9%,Bahujan Samaj Party,
4,4,Jawahar Lal Singh,76,"2,783",2.0%,Communist Party Of India (Marxist-Leninist) (Liberation),
5,5,Virendra Singh,69,"1,802",1.3%,Independent,
6,6,Yashoda Devi,69,"1,570",1.1%,Independent,
7,7,Suresh Pandey,69,913,0.7%,Independent,
8,8,Arvind Kumar Chakrawarti,69,872,0.6%,Hind Congress Party,
9,9,Anil Singh,69,856,0.6%,Independent,
10,10,Ram Dayal Singh,69,772,0.6%,Independent,
11,11,Madhav Murari Gupta,69,500,0.4%,Samajwadi Party,
12,12,Himanshu Kumar,69,430,0.3%,Rashtra Sewa Dal,
13,13,Jay Prakash Singh,69,352,0.3%,Samras Samaj Party,
14,14,Aarti Devi,69,317,0.2%,Apna Dal,
15,15,Kanhaiya Sah,69,242,0.2%,National Youth Party,
