x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Raghuvinder Shokeen,600,"83,259",54.6%,Aam Aadmi Party,
2,2,Manoj Kumar Shokeen,600,"46,235",30.3%,Bharatiya Janta Party,
3,3,Dr. Bijender Singh,200,"15,756",10.3%,Indian National Congress,
4,4,Narender Bindal,200,"3,323",2.2%,Independent,
5,5,Kulwant Rai Bansal,200,"1,173",0.8%,Bahujan Samaj Party,
6,6,Sandeep Khatik,200,538,0.4%,Janata Dal (United),
7,7,Raghvender Singh,200,410,0.3%,Independent,
8,8,Mahesh Kumar,200,289,0.2%,Independent,
9,9,Adarsh Sharma,200,280,0.2%,Purvanchal Mahapanchayat,
10,10,Anil,200,139,0.1%,Independent,
11,11,Hari Shankar Sharma,200,131,0.1%,All India Forward Bloc,
12,12,Dharam Pal Bhilwara,200,103,0.1%,Hind Congress Party,
13,13,Rohtash Singh,200,102,0.1%,Sathi Aur Aapka Faisala Party,
14,14,Dr. Tarun Kumar,200,62,0.0%,Vishva Shakti Party,
15,15,Ratan Lal Gupta (ADVOCATE),200,58,0.0%,Delhi Janta Party,
