x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Kishan Singh Sangwan,226456,"233,477",31.7%,Bharatiya Janta Party, AC View
2,2,Dharam Pal Singh Malik,226456,"225,908",30.7%,Indian National Congress, AC View
3,3,Krishna Malik,13690,"198,866",27.0%,Indian National Lok Dal, AC View
4,4,Sugan Gupta,253,"37,185",5.0%,Bahujan Samaj Party, AC View
5,5,Jagbir Singh Malik,196,"21,126",2.9%,Independent, AC View
6,6,Shamsher,139,"2,926",0.4%,Independent, AC View
7,7,Sant Ram,139,"2,889",0.4%,Independent, AC View
8,8,Sityender,139,"2,055",0.3%,Independent, AC View
9,9,Basant,139,"1,787",0.2%,Independent, AC View
10,10,Satbir,139,"1,662",0.2%,Independent, AC View
11,11,Hari Parkash,139,"1,640",0.2%,Independent, AC View
12,12,Kirpal Singh,139,"1,346",0.2%,Janata Dal (Secular), AC View
13,13,Braham Singh,139,"1,184",0.2%,Independent, AC View
14,14,Balbir Singh,139,999,0.1%,Rashtriya Swabhimaan Party, AC View
15,15,Jagdish Rai Aggarwal,139,949,0.1%,Independent, AC View
16,16,Krishan,139,747,0.1%,Independent, AC View
17,17,Sube Singh,139,671,0.1%,Jan Chetna Party, AC View
18,18,Naveen Kumar,139,597,0.1%,Independent, AC View
19,19,Jai Kishan,139,574,0.1%,Independent, AC View
20,20,Satya Pal,139,531,0.1%,Lok Jan Shakti Party, AC View
